-0.788879 -0.312382
-0.101745 0.101491
-0.655267 0.361422
-0.452810 -0.931254
0.931675 0.021516
-0.211746 0.652884
-0.947280 0.744378
-0.470236 -0.841632
0.074597 0.487840
-0.858279 0.234350
0.621004 0.308147
-0.119911 -0.831642
-0.507898 0.768354
-0.687245 0.770918
0.469886 0.483324
-0.336359 -0.481628
-0.129113 -0.747721
-0.999057 0.599040
-0.854493 -0.628805
0.669218 -0.786158
0.526885 0.269150
-0.144290 0.999536
0.344266 -0.331371
0.106032 -0.856671
0.283248 -0.341845
-0.064191 -0.684714
-0.298549 -0.964882
0.637971 0.845561
0.646101 -0.614543
-0.113005 -0.388445
-0.556031 0.104808
0.331973 -0.882677
-0.924629 0.546003
-0.344876 -0.806613
0.700956 -0.120471
0.689702 0.226551
-0.336995 -0.362440
0.775000 0.624069
0.792437 0.814865
-0.122904 0.324041
-0.096169 -0.276194
0.625123 0.447742
-0.630062 0.341441
0.993061 0.155844
-0.498006 0.118030
-0.512970 -0.329170
0.087602 -0.444320
0.570700 -0.300162
-0.482422 0.928561
0.718076 -0.697512
0.644570 -0.490360
0.768094 0.180873
-0.903470 0.323453
0.001717 0.498247
-0.144919 0.206940
-0.824012 -0.146200
0.482791 0.185690
0.273645 0.768941
-0.785130 -0.003521
-0.529057 0.990903
-0.759095 0.724127
-0.760700 -0.068470
-0.143387 0.005035
0.689313 0.190206
0.114875 -0.948559
-0.904329 -0.879923
-0.518477 -0.120859
0.549058 0.650074
-0.111348 -0.787722
-0.915027 -0.564783
-0.719222 -0.820562
-0.606440 -0.104052
0.394632 -0.986725
-0.048435 -0.148327
-0.731101 0.207603
-0.917654 0.953968
-0.191317 0.357512
0.322649 -0.906649
0.559839 -0.140346
0.329161 -0.418544
0.933015 -0.413089
-0.562936 -0.337411
-0.385748 0.173726
-0.104670 -0.109519
0.690377 0.990316
-0.635231 0.240114
-0.031237 0.906766
0.726780 -0.015149
0.925051 0.896576
-0.637339 0.834421
-0.271380 0.957075
-0.929620 0.014009
-0.781973 0.130815
0.679798 0.102079
-0.752176 -0.413018
0.317233 -0.689473
-0.874377 0.509155
0.033220 0.452046
-0.668918 0.625807
-0.683194 0.128836
-0.463204 0.695763
-0.188155 0.251639
0.826334 0.803881
-0.241486 -0.062310
0.612411 -0.895309
0.591817 -0.547890
0.009342 0.172334
0.882285 0.676870
-0.660340 0.918263
-0.699522 0.416217
-0.436767 0.242686
-0.643560 -0.193275
0.929234 0.894556
-0.929497 0.916059
-0.752796 0.305332
0.324092 0.675103
0.294804 0.545415
0.657724 0.634094
0.778753 -0.379460
-0.761706 -0.001011
0.054133 0.472339
-0.283937 -0.707856
-0.716663 -0.955482
-0.128147 0.132326
-0.451204 -0.138658
0.100928 -0.162680
-0.330949 -0.195171
-0.978861 0.535764
-0.223810 -0.726807
-0.578684 -0.482342
-0.531989 0.685657
-0.605757 -0.956965
0.824930 -0.099841
-0.378217 0.341479
-0.905340 0.853110
-0.770199 -0.009491
0.624770 -0.957387
-0.089258 -0.578776
-0.781377 0.711412
0.162972 -0.654868
-0.092044 -0.650320
-0.411205 0.245876
0.682159 0.289046
0.090898 -0.694697
-0.238732 0.311307
-0.116937 -0.430070
0.809412 0.584247
0.199156 0.807673
0.401356 0.898771
-0.575153 -0.747375
-0.019284 0.424082
0.579479 -0.215643
0.857767 0.719702
-0.643449 0.098403
0.824856 0.726030
0.090863 0.946513
0.177057 -0.348169
0.299941 -0.577372
0.426099 -0.604111
0.211129 -0.336183
0.203896 0.909497
-0.961189 -0.326956
-0.312450 -0.412648
0.421294 0.828700
0.749966 0.297196
-0.957150 -0.192355
-0.706448 0.922797
-0.016530 0.796721
-0.017360 -0.197067
0.034893 0.257401
-0.686868 0.965885
-0.462728 0.622031
-0.580672 -0.313914
0.864519 0.588694
-0.118622 -0.918400
0.451026 0.278128
0.275412 -0.056072
-0.970522 -0.767569
-0.433262 0.805452
-0.544551 -0.538760
-0.775369 0.829171
0.379049 0.095241
0.150468 0.346509
-0.162172 0.553649
0.000416 0.218360
-0.913355 0.758732
0.904014 -0.555524
-0.011893 -0.480053
-0.106420 -0.398212
-0.881357 -0.842793
-0.723953 0.716260
-0.823650 -0.280528
0.299659 -0.920865
-0.246114 0.653786
0.333053 -0.329493
0.494700 -0.339310
0.607410 -0.893367
0.184027 0.333824
-0.654017 0.659574
0.151294 -0.819010
-0.843876 0.191829
-0.590912 -0.889711
0.214027 -0.213632
-0.026129 0.534077
0.332600 0.479585
0.082515 0.813562
0.787816 0.018270
-0.527811 0.241210
